sourceFile	postId	title	status	start	end	days	total_pct	annual_pct	sharpe	maxdd_pct	objective	gate	epoch
strategies/2026-06-15_低位三阳_竞价擒龙-a7f60565.py	a7f60565cd5550b2fa778ff974a8d971	低位三阳，竞价擒龙	normalized	2022-01-01	2023-12-31	729		9.10	0.16	23.68	-0.1458	fail	2
strategies/2026-05-27_量化课堂_高息股策略-aa9678cd.py	aa9678cdd03286cc189b50a7e930e699	【量化课堂】高息股策略	normalized	2022-01-01	2023-12-31	729		2.96	-0.06	23.35	-0.2039	fail	2
strategies/2026-06-07_拒绝过拟合_量化策略参数分层检验_五福v3_5L1层参数检验-b23a4a10.py	b23a4a10fd19170983eb3bf5c1c4fc14	五福v3.5参数分层检验	normalized	2022-01-01	2023-12-31	729		39.71	1.24	22.51	0.172	fail	2
strategies/2026-05-15_连板龙头策略-b518f737.py	b518f73788d0081c3828553305fe813c	连板龙头策略	normalized	2022-01-01	2023-12-31	729		2.96	-0.02	38.42	-0.3546	fail	2
strategies/2026-07-16_优化版_8年累计12500_回撤控制极佳_无未来函数-b9f22f04.py	b9f22f042582431f28b2692d8dfacee0	优化版｜8年累计12500%｜回撤控制极佳｜无未来函数	normalized	2022-01-01	2023-12-31	729		42.88	1.44	19.79	0.2309	fail	2
strategies/2026-07-20_一切又是新的开始-be0c3a44.py	be0c3a445e782fbee9e6c369a1bc4bc5	一切又是新的开始	normalized	2022-01-01	2023-12-31	729		23.66	0.81	21.93	0.0173	fail	2
strategies/2026-05-23_三马105-五福35-修复版-11年收益677倍回撤14-bf30eb36.py	bf30eb3671670bd5b5943cdc77a14bf3	三马105-五福35-修复版-11年收益677倍回撤14%	normalized	2022-01-01	2023-12-31	729		56.62	2.57	9.92	0.467	pass	2
strategies/2026-07-18_PT多策略分仓隔离插件V1_3-c70281d3.py	c70281d3cb9f773e1888220777f8956c	PT多策略分仓隔离插件V1.3	normalized	2022-01-01	2023-12-31	729		362.33	18.12	8.10	3.5423	pass	2
strategies/2026-06-17_最小市值轮动_不择时-cad4cc5d.py	cad4cc5d954f9d59d1361ae74e4c2e13	最小市值轮动,不择时	normalized	2022-01-01	2023-12-31	729		17.50	0.68	26.63	-0.0913	fail	2
strategies/2026-06-14_告别过拟合_凸显真逻辑_五福闹新春5_1简化版-cd86d926.py	cd86d926ce446abdaf4977f1fe0c42fc	告别过拟合、凸显真逻辑（五福闹新春5.1简化版）	normalized	2022-01-01	2023-12-31	729		21.28	0.74	15.64	0.0564	fail	2
strategies/2026-07-13_自用备忘-v4c_五福v5_取消拉普拉斯-11年400-d0245db8.py	d0245db8beafcb9fd1572e8247fe94d4	自用备忘-v4c_五福v5_取消拉普拉斯-11年400	normalized	2022-01-01	2023-12-31	729		74.99	2.58	15.13	0.5986	pass	2
strategies/2026-07-02_左手芯片右手光-2026年5月必胜-d7987a31.py	d7987a3132fc49b6bb02476fdf446770	左手芯片右手光-2026年5月必胜	normalized	2022-01-01	2023-12-31	729		-10.01	-0.40	50.48	-0.6049	fail	2
strategies/2026-07-21_统计局数据套利_5年年化26-d86aee95.py	d86aee952623e40026f246f73cb3e04b	统计局数据套利 5年年化26%	normalized	2022-01-01	2023-12-31	729		19.23	1.18	11.40	0.0783	fail	2
strategies/2026-06-24_开源_五福v5_1Q_M_T版-三状态V3-分母2万-d93fc998.py	d93fc998841a13b82569b839c9707bc4	【开源】五福v5.1Q.M.T版-三状态V3-分母2万	normalized	2022-01-01	2023-12-31	729		45.68	1.60	19.73	0.2595	pass	2
strategies/2026-07-21_五境掘金全球ETF轮动_中频-da82dd02.py	da82dd02f874a1a5f656b3f6725d5afa	五境掘金全球ETF轮动（中频）	normalized	2022-01-01	2023-12-31	729		35.47	1.52	14.84	0.2063	pass	2
strategies/2026-06-27_市场温度驱动的极简ETF_轮动策略--6年10倍-dc9f9dad.py	dc9f9dad0c32850c2356b3993b88fae8	市场温度驱动的极简ETF 轮动策略--6年10倍	normalized	2022-01-01	2023-12-31	729		-23.87	-1.24	44.43	-0.683	fail	2
strategies/2026-06-29_一个不太理想的机器学习模型-e0cbb752.py	e0cbb7527de49d9c9746c0889781c568	一个不太理想的机器学习模型	normalized	2022-01-01	2023-12-31	729		0.00	0.00	0.00	0	fail	2
strategies/2026-06-17_周期共振进化版-e3914be0.py	e3914be0ecd2f01e5b24eca659adf168	周期共振进化版	normalized	2022-01-01	2023-12-31	729		2.47	-0.07	17.10	-0.1463	fail	2
strategies/2026-07-04_小盘风帆30_从零做一个小市值基础策略研究-e49b2079.py	e49b2079c243d68975593c0b02877dad	小盘风帆30：从零做一个小市值基础策略研究	normalized	2022-01-01	2023-12-31	729		48.30	2.32	15.70	0.326	pass	2
strategies/2026-06-06_策略研发_三进兵策略-e4eb8dca.py	e4eb8dcafd7cb1b5964cf26fbcac8f59	【策略研发】三进兵策略	normalized	2022-01-01	2023-12-31	729		0.00	-0.49	9.00	-0.09	fail	2
strategies/2026-07-04_实测25-26最好用的策略-ebe4f410.py	ebe4f410f6658ec8d8a372398a38f723	实测25-26最好用的策略	normalized	2022-01-01	2023-12-31	729		23.66	0.81	21.93	0.0173	fail	2
strategies/2026-06-14_日内单票做T策略-ecba365f.py	ecba365f86232c7d8eebad8cab53ddac	日内单票做T策略	normalized	2022-01-01	2023-12-31	729		14.04	0.30	29.49	-0.1545	fail	2
strategies/2026-06-09_回测十二年10个点超级低回撤加了自动_交易代码-ef10ee67.py	ef10ee67c67ce11099b18dad0207f638	回测十二年10个点超级低回撤加了自动 交易代码	normalized	2022-01-01	2023-12-31	729		30.05	1.76	8.71	0.2134	pass	2
strategies/2026-06-19_10万本金_我用这个量化策略三年赚了68万-f1253042.py	f1253042cf301c2f2f232ec260ff0275	10万本金，我用这个量化策略三年赚了68万	normalized	2022-01-01	2023-12-31	729		9.56	0.65	5.07	0.0449	fail	2
strategies/2026-07-05_市场时机选择量化策略_V1_01-f29926bf.py	f29926bf64c02366205efcd849aceedc	市场时机选择量化策略 V1.01	normalized	2022-01-01	2023-12-31	729		-8.81	-1.05	22.17	-0.3098	fail	2
strategies/2026-05-16_面向对象重构-28择时小市值V2_0_8_实盘_个人接口_东方财富证券-f3ca90a7.py	f3ca90a7475312e5e44b4dc2dae74fdc	面向对象重构-28择时小市值V2.0.8 实盘	normalized	2022-01-01	2023-12-31	729		0.00	0.00	0.00	0	fail	2
strategies/2026-07-03_真金白银买的Xlstm-transformer-ai预测模型-f49104bb.py	f49104bbd080db144c06f0e43173a87c	真金白银买的Xlstm-transformer-ai预测模型	normalized	2022-01-01	2023-12-31	729		39.59	1.24	22.51	0.1708	fail	2
strategies/2026-06-25_投资学作业-f8d8348c.py	f8d8348c4eee87bf60604da5141d26af	投资学作业	normalized	2022-01-01	2023-12-31	729		-12.84	-0.82	30.69	-0.4353	fail	2
strategies/2026-06-23_P-T多策略并行实战_用_quot_自有账本_quot_实现四大策略各安其位-fa0d3bd9.py	fa0d3bd991f6791c82aac0fbbc559a00	P-T多策略并行实战：用"自有账本"实现四大策略各安其位	normalized	2022-01-01	2023-12-31	729		369.07	18.16	9.55	3.5952	pass	2
strategies/2026-07-11_五穷六绝七翻身_下半年翻倍就靠年9倍的七星1_72了-fb96f57a.py	fb96f57ae0499819c98d286b62ee1242	五穷六绝七翻身，下半年翻倍就靠年9倍的七星1.72了！	normalized	2022-01-01	2023-12-31	729		4.55	0.03	34.88	-0.3033	fail	2
strategies/2026-07-05_五福51_三状态V2_正常震荡三ETF分仓_走弱一ETF-fbe8656d.py	fbe8656d80c4a6ad79053deed9a28d05	五福51_三状态V2_正常震荡三ETF分仓_走弱一ETF	normalized	2022-01-01	2023-12-31	729		26.76	1.01	17.97	0.0879	fail	2
strategies/2026-07-17_屡创新高_超稳的固收_策略_年化9_回撤小于2-fda1d813.py	fda1d8139aba6571e9228e71ab9739b3	屡创新高,超稳的固收+策略,年化9%,回撤小于2%	normalized	2022-01-01	2023-12-31	729		4.60	0.13	3.53	0.0107	fail	2
strategies/2026-07-17_三马_小市值_七星高照_白马_未来函数拟合分析和现实优化-7301c5c4.py	7301c5c44a07d5e7d455103cc427d87d	《三马+小市值+七星高照+白马》未来函数拟合分析和现实优化	normalized	2022-01-01	2023-12-31	729	74.20	32.04	1.75	13.57	0.1847	pass	2
strategies/2026-07-17_七星1_72_全行业_A股弱势播报-275daac9.py	275daac96f0cc4919ca057a03354dbb1	七星1.72+全行业+A股弱势播报	slow-skipped										2
strategies/2026-07-04_选股策略-c777b7b2.py	c777b7b21b5b5fa99f303e60ce814376	选股策略	slow-skipped										2
strategies/2026-07-08_均值回归_基于zscore的均值回归策略_胜率100-5b95886d.py	5b95886d40b49ab5a8f8a01f5dcd54e5	【均值回归】基于zscore的均值回归策略（胜率100%）	compile-error										2
strategies/2026-07-09_钟摆系列3_单股票价值中枢动态调仓-c9b21e9d.py	c9b21e9d79dbd2ac3b38d2383845da21	【钟摆系列3】——单股票价值中枢动态调仓	compile-error										2
strategies/2026-07-11_简易Tick盘口打板-e237d77e.py	e237d77ed5761e4b2e6c972ce36b2148	简易Tick盘口打板	incompatible-futures										2
strategies/2026-07-01_穿越牛熊周期-多策略组合-20至今年化103_20-5511f8f0.py	5511f8f0ee9015ab04c4bf864d9faba6	穿越牛熊周期-多策略组合-20至今年化103.20%	slow-skipped										2
strategies/2026-07-04_年化60_的龙头首板低开战法-6ada2917.py	6ada29176345e28177f4b15d1364c7c6	年化60%的龙头首板低开战法	slow-skipped										2
strategies/2026-07-18_多策略-题材概念-35ce65d2.py	35ce65d28859ea8dffe6df5131c86a26	多策略-题材概念！	normalized	2022-01-01	2023-12-31	729	155.99	60.10	3.54	10.08	0.5002	pass	2
strategies/2026-06-30_手搓自用_涨停优选后再买入-b3751277.py	b37512770de081208c7e95b59b727e7e	【手搓自用】涨停优选后再买入	slow-skipped										2
strategies/2026-07-06_一个可行的小仓位ETF低开策略-c954a48c.py	c954a48c4d83e06a85c1d11b39f8bfb0	一个可行的小仓位ETF低开策略	normalized	2022-01-01	2023-12-31	729	-33.07	-18.21	-0.62	40.27	-0.5848	fail	2
strategies/2026-06-23_P-T多策略并行实战_用_quot_自有账本_quot_实现四大策略各安其位-fa0d3bd9.py	fa0d3bd991f6791c82aac0fbbc559a00	P-T多策略并行实战：用&quot;自有账本&quot;实现四大策略各安其位	normalized	2022-01-01	2023-12-31	729	772.01	195.74	11.15	9.82	1.8592	pass	4
strategies/2026-05-11_量化课堂_多因子策略入门-5b915770.py	5b915770c17e6804b7eb3a97b0588aa5	【量化课堂】多因子策略入门	compile-error										4
strategies/2026-05-12_网格交易策略-年化30_-网格大法好_熊市不用跑-598050b9.py	598050b93b58673d8629a33b7ba31851	【网格交易策略-年化30%+】-网格大法好，熊市不用跑~	normalized	2022-01-01	2023-12-31	729	78.86	33.79	1.19	19.68	0.1411	fail	4
strategies/2026-05-13_价值选股与RSRS择时-5a5ba567.py	5a5ba567903e1b326697d71ecb7bbc6e	价值选股与RSRS择时	compile-error										4
strategies/2026-05-13_股指期货跨期套利策略-1294c538.py	1294c538b5f7c2fdaf74368cf3222bda	股指期货跨期套利策略	incompatible-futures										4
strategies/2026-05-13_量化课堂_多因子策略入门-49efd264.py	49efd264b1487b2bd4453933cd6c2487	【量化课堂】多因子策略入门	compile-error										5
strategies/2026-05-17_小市值排除3个bug版_22年至今收益506_回撤11-aaba7575.py	aaba7575e667a148a8469cb3a6a081d2	小市值排除3个bug版，22年至今收益506%回撤11%	normalized	2022-01-01	2023-12-31	729	299.63	100.10	4.02	11.44	0.8866	pass	6
strategies/2026-05-20_小市值微调_年化109_回撤15_胜率75-17c95d16.py	17c95d16cc715df781ff7f2004d0f5e2	小市值微调：年化109%｜回撤15%｜胜率75%	normalized	2022-01-01	2023-12-31	729	298.71	99.87	4.31	10.65	0.8922	pass	6
strategies/2026-05-21_行业热点资金流入小市值策略2_0-9cba5a29.py	9cba5a29944d27512ac5b057ea1b11e5	行业热点资金流入小市值策略2.0	normalized	2022-01-01	2023-12-31	729	154.81	59.73	2.53	18.79	0.4094	pass	6
strategies/2026-06-05_低位3连阳首板接力-年化1602_-第1版-4cce4058.py	4cce405819b82e90d004f1116e853c8a	低位3连阳首板接力-年化1602%-第1版	normalized	2022-01-01	2023-12-31	729	2483.22	409.39	0.16	13.13	3.9626	fail	6
strategies/2026-06-06_低位3连阳首板接力-年收益1856_-第3版-51f7b3ab.py	51f7b3aba0a0b9a2768a47ad82011b7b	低位3连阳首板接力-年收益1856%-第3版	normalized	2022-01-01	2023-12-31	729	1856.78	343.26	0.37	13.27	3.2999	fail	6
strategies/2026-06-09_回测十二年10个点超级低回撤加了自动_交易代码-ef10ee67.py	ef10ee67c67ce11099b18dad0207f638	回测十二年10个点超级低回撤加了自动 交易代码	normalized	2022-01-01	2023-12-31	729	69.14	30.10	1.76	8.71	0.2139	pass	6
strategies/2026-06-12_动态仓位超高收益低回撤小市值策略_五年20倍-2a4882de.py	2a4882def055ce12441a0aba6f1ca7fd	动态仓位超高收益低回撤小市值策略，五年20倍	normalized	2022-01-01	2023-12-31	729	233.24	82.70	3.22	11.67	0.7103	pass	6
strategies/2026-06-15_低位三阳_竞价擒龙-a7f60565.py	a7f60565cd5550b2fa778ff974a8d971	低位三阳，竞价擒龙	normalized	2022-01-01	2023-12-31	729	1383.91	285.93	0.16	14.99	2.7094	fail	6
strategies/2026-06-21_中小板微盘优化稳定-实盘1年持续中-76593fb6.py	76593fb6a4c2a7008bf4ecde57e7f94f	中小板微盘优化稳定-实盘1年持续中	normalized	2022-01-01	2023-12-31	729	330.76	107.76	4.44	9.66	0.981	pass	6
strategies/2026-06-23_基于乖离率的大类ETF策略_ETF复现之五-8781a24d.py	8781a24d18da17e82c146e8487932ec3	基于乖离率的大类ETF策略（ETF复现之五）	normalized	2022-01-01	2023-12-31	729	153.68	59.38	2.23	12.13	0.4725	pass	6
strategies/2026-06-26_从涨停板里淘金_首板次日竞价买入策略-69ca427f.py	69ca427f3a313aeb0edf456347078399	从涨停板里淘金 — 首板次日竞价买入策略	normalized	2022-01-01	2023-12-31	729	18.69	8.96	0.16	23.68	-0.1472	fail	6
strategies/2026-06-27_创业板指长中短动量选股-91e4a8e4.py	91e4a8e4bba018ef85991f9125014ad8	创业板指长中短动量选股	normalized	2022-01-01	2023-12-31	729	-62.07	-38.45	-1.22	63.77	-1.0222	fail	6
strategies/2026-06-28_高质量稳定上涨策略-d02cde29.py	d02cde29e649c9e8056582149cebf276	高质量稳定上涨策略	slow-skipped										6
strategies/2026-06-29_开盘前输出当日交易计划的趋势跟踪策略-33b1b1e3.py	33b1b1e340034a24a150c10749260a0e	开盘前输出当日交易计划的趋势跟踪策略	no-trades	2022-01-01	2023-12-31	729	0.00	0.00	0.00	0.00			6
strategies/2026-06-30_继上一篇文章按分钟回测版-2026年153-36eeb73f.py	36eeb73feab31e7f9b2323c3c350f11b	继上一篇文章按分钟回测版-2026年153%	normalized	2022-01-01	2023-12-31	729	18.89	9.05	0.17	20.19	-0.1114	fail	6
strategies/2026-07-02_左手芯片右手光-2026年5月必胜-d7987a31.py	d7987a3132fc49b6bb02476fdf446770	左手芯片右手光-2026年5月必胜	normalized	2022-01-01	2023-12-31	729	-19.44	-10.26	-0.40	50.50	-0.6076	fail	6
strategies/2026-07-02_首板放量次日高开买入_--_24年至今3088_53-7ddf9b79.py	7ddf9b7989a0853509756ccd49826206	首板放量次日高开买入 -- 24年至今3088.53%	slow-skipped										6
strategies/2026-07-05_低换手红利策略-93379f98.py	93379f98cd48e1246cb0396365872839	低换手红利策略	normalized	2022-01-01	2023-12-31	729	50.26	22.61	1.46	9.13	0.1348	fail	6
strategies/2026-07-12_凯利公式_均值回归_只做牛市下的反弹_效果看起来还是可以的-332d3a33.py	332d3a3313f302412e6ccfb7c5b84011	凯利公式+均值回归（只做牛市下的反弹），效果看起来还是可以的	normalized	2022-01-01	2023-12-31	729	-27.76	-15.02	-1.58	29.46	-0.4448	fail	6
strategies/2026-07-15_一年16倍_从涨停板里淘金-夏普15_高盈亏比低回撤-5175b18b.py	5175b18bcaf764c8bcde4967cea6f306	一年16倍！｜从涨停板里淘金-夏普15 高盈亏比低回撤	normalized	2022-01-01	2023-12-31	729	18.69	8.96	0.16	23.68	-0.1472	fail	6
strategies/2026-07-18_PT多策略分仓隔离插件V1_3-c70281d3.py	c70281d3cb9f773e1888220777f8956c	PT多策略分仓隔离插件V1.3	normalized	2022-01-01	2023-12-31	729	753.99	192.66	11.20	8.18	1.8448	pass	6
strategies/2026-07-18_多策略-题材概念-35ce65d2.py	35ce65d28859ea8dffe6df5131c86a26	多策略-题材概念！	slow-skipped										6
strategies/2026-07-18_更新V2_52_5_年化_回撤17_--七星_红利_宽基-58ec97d9.py	58ec97d9f7513dcee0baff80fc3bee2e	【更新V2】52.5%年化，回撤17%--七星+红利+宽基	normalized	2022-01-01	2023-12-31	729	58.92	26.10	1.44	11.45	0.1465	fail	6
